,name,id,type,lat,lon,nodes,geometry,area,source
157,Dbayeh Palestinian Refugee camp,726292,,33.951014,35.5986965,,"POLYGON ((35.597173 33.951134, 35.597044 33.95129, 35.596647 33.951628, 35.596615 33.951753, 35.597548 33.95258, 35.598997 33.951575, 35.599823 33.951308, 35.599984 33.951352, 35.600638 33.951032, 35.600778 33.950792, 35.600735 33.950587, 35.60052 33.950436, 35.600113 33.949924, 35.600193 33.949728, 35.600145 33.949523, 35.600016 33.949448, 35.599582 33.949537, 35.599083 33.949603, 35.598589 33.949648, 35.598069 33.949781, 35.597945 33.950013, 35.597661 33.950302, 35.597768 33.950565, 35.597634 33.9508, 35.597173 33.951134))",0.09944873886852668,Wikimapia
158,Al-Jalil refugee camp,1057573,,33.9987566,36.1931974,,"POLYGON ((36.1917973 33.9995705, 36.1922908 33.997836, 36.1927468 33.997707, 36.192956 33.9977738, 36.1943614 33.997836, 36.1945975 33.997965, 36.1945868 33.9997395, 36.1945277 33.9998062, 36.1919796 33.9996061, 36.1917973 33.9995705))",0.07264400511437302,Wikimapia
159,Sabra & Shatila Palestinian Refugee Camp,216280,,33.8634521,35.4999801,,"POLYGON ((35.4957317 33.8636093, 35.4956888 33.8645893, 35.4957102 33.8651951, 35.495839 33.8654801, 35.4960965 33.8656405, 35.4967402 33.8657118, 35.4971693 33.865979, 35.4973247 33.866187, 35.4973621 33.8663774, 35.497523 33.8669988, 35.4975069 33.8675667, 35.4989956 33.8675191, 35.5005164 33.8674353, 35.503102 33.8674267, 35.5026729 33.865315, 35.502984 33.8631858, 35.5037351 33.8631414, 35.504014 33.8628744, 35.5047221 33.8626872, 35.5039388 33.8612613, 35.5030912 33.8596756, 35.5029733 33.8595686, 35.5026513 33.8594354, 35.5024367 33.8593728, 35.5021148 33.8593375, 35.4995399 33.859551, 35.4977701 33.8596926, 35.4952382 33.8599031, 35.4954527 33.8612039, 35.4956244 33.8612218, 35.4957317 33.8636093))",0.8615513003674614,Wikimapia
160,Burej el Barajneh Palestinian Refugee Camp,436795,,33.8449648,35.5034697,,"POLYGON ((35.5011282 33.8440653, 35.5012569 33.8445978, 35.5010906 33.845569, 35.5009673 33.8456893, 35.4999966 33.8457266, 35.4999906 33.8461859, 35.499889 33.8466846, 35.5001996 33.8478659, 35.5002587 33.8484009, 35.5003236 33.8487567, 35.5009405 33.8486823, 35.5011095 33.8490856, 35.5013805 33.8498562, 35.5029846 33.8494696, 35.5052159 33.8489166, 35.50498 33.8480088, 35.5052586 33.8479018, 35.5063796 33.8475048, 35.5070505 33.8473445, 35.5069325 33.8469079, 35.5065892 33.845812, 35.5064497 33.8450723, 35.5063317 33.8440921, 35.50616 33.8426309, 35.5059669 33.8400734, 35.5050442 33.8402158, 35.5047867 33.8405277, 35.5034563 33.8414367, 35.5026088 33.8419, 35.5021262 33.8421452, 35.5016219 33.8425081, 35.5005166 33.8428445, 35.5007312 33.843495, 35.5011282 33.8440653))",0.6616077400294792,Wikimapia
161,Ein el-Helweh Palestinian Refugee Camp,976575,,33.5427791,35.3791093,,"POLYGON ((35.3750215 33.5369724, 35.3743239 33.5373754, 35.3740879 33.5374472, 35.3738629 33.5377244, 35.3737129 33.5380904, 35.3736909 33.5383774, 35.3732947 33.5385824, 35.3725969 33.5387083, 35.3734659 33.5404782, 35.3744419 33.5420074, 35.3758689 33.5442965, 35.3761589 33.5448864, 35.3761053 33.5457893, 35.3763306 33.5471756, 35.3771781 33.5472291, 35.3772425 33.5475311, 35.3772693 33.5476965, 35.3769475 33.548157, 35.3769904 33.5484118, 35.3777521 33.5507903, 35.37853 33.5508931, 35.3794687 33.5506427, 35.3794419 33.550294, 35.3800749 33.5499677, 35.3807299 33.5506905, 35.3808796 33.550826, 35.3811103 33.5507992, 35.381982 33.5501386, 35.3820892 33.549895, 35.3820732 33.5497832, 35.3820008 33.5496412, 35.3818344 33.5491898, 35.381923 33.5491417, 35.3821107 33.548907, 35.3830683 33.5475532, 35.3847098 33.5476205, 35.3849998 33.5470515, 35.3855359 33.5468005, 35.3856218 33.5466755, 35.3851068 33.5459784, 35.3851068 33.5458525, 35.3853859 33.5454774, 35.3854929 33.5435104, 35.3854289 33.5433134, 35.3840129 33.5412024, 35.3833898 33.5413994, 35.3828969 33.5415245, 35.3818879 33.5414894, 35.3812449 33.5413464, 35.3810939 33.5412205, 35.3811158 33.5406665, 35.3808798 33.5402904, 35.38199 33.5399169, 35.3818291 33.5394429, 35.3804987 33.539747, 35.3801393 33.5387341, 35.3799462 33.5379829, 35.3789913 33.5368025, 35.3788679 33.5367691, 35.3778058 33.5372162, 35.3773874 33.5371134, 35.3773498 33.5367467, 35.3777199 33.5366975, 35.3781008 33.5365187, 35.3780794 33.536076, 35.3769904 33.5352175, 35.3765343 33.5346652, 35.3759551 33.5347972, 35.3758049 33.5363443, 35.3756976 33.53676, 35.3755903 33.536836, 35.3750215 33.5369724))",1.6056935398500447,Wikimapia
162,Al Wafidin Refugee Camp,10303646,,33.5959412,36.4338049,,"POLYGON ((36.430015 33.5911445, 36.4299077 33.5905055, 36.429677 33.5905144, 36.4296931 33.5907066, 36.4294302 33.5907557, 36.429221 33.5908317, 36.4290118 33.5908585, 36.4288616 33.5908049, 36.4287007 33.5908272, 36.4289474 33.591207, 36.428985 33.5914126, 36.4291674 33.5914215, 36.4292264 33.5914618, 36.4292264 33.5915109, 36.4292961 33.5915422, 36.4292908 33.5917433, 36.4291245 33.5917567, 36.4290977 33.5921231, 36.4290708 33.5922259, 36.4290708 33.592351, 36.4289957 33.5923823, 36.4291191 33.5929051, 36.4292908 33.5935664, 36.4294678 33.5938837, 36.4297628 33.5943037, 36.4301383 33.5948667, 36.4303046 33.595117, 36.4304227 33.5952957, 36.430487 33.5953985, 36.430589 33.5955147, 36.4306909 33.595747, 36.4307714 33.5959972, 36.4310718 33.5967658, 36.4313293 33.597445, 36.4312756 33.5976639, 36.4312273 33.5979231, 36.4312112 33.5981152, 36.4311469 33.5984593, 36.4311093 33.5988659, 36.4302886 33.5987318, 36.4301383 33.5993216, 36.4308357 33.5994467, 36.432091 33.5996433, 36.4333463 33.5998757, 36.4344513 33.6000723, 36.435492 33.6003225, 36.4364576 33.6005861, 36.4373267 33.6008587, 36.4387321 33.601377, 36.4388824 33.6011446, 36.4389092 33.6010061, 36.4389038 33.6008587, 36.4388609 33.6007291, 36.4387321 33.6005906, 36.4382815 33.6003582, 36.4376807 33.6001572, 36.4374393 33.6000276, 36.437037 33.5994467, 36.4366615 33.5988614, 36.4364308 33.5985576, 36.4362431 33.5981778, 36.4358783 33.5976058, 36.4357066 33.5969267, 36.4355993 33.5964619, 36.4355564 33.5959436, 36.4354008 33.5953627, 36.4351594 33.5947952, 36.4350682 33.5947059, 36.4350682 33.594545, 36.4355242 33.5933073, 36.4360178 33.5920605, 36.4355993 33.5918997, 36.4351594 33.5916539, 36.4347196 33.5915645, 36.4341187 33.5914573, 36.4335608 33.5914752, 36.4330995 33.5913366, 36.4326596 33.5912473, 36.4326221 33.5911087, 36.4319462 33.5910596, 36.4314741 33.5910283, 36.4309376 33.5910998, 36.430015 33.5911445))",0.7595450358006832,Wikimapia
163,Yarmouk Camp,13265577,,33.4742113,36.3077115,,"POLYGON ((36.2986993 33.4808517, 36.2981843 33.4684657, 36.2985704 33.4678929, 36.3002009 33.4672488, 36.3058552 33.4674856, 36.3104634 33.4677093, 36.3115683 33.4677633, 36.3117615 33.4675841, 36.3129739 33.4677093, 36.3139182 33.4679154, 36.315007 33.4679824, 36.3168311 33.4682869, 36.3170886 33.4693072, 36.3172388 33.469522, 36.3162302 33.4701306, 36.3154362 33.4705421, 36.3148139 33.4709538, 36.3143848 33.4711686, 36.3137411 33.4715446, 36.3131347 33.4718621, 36.3081809 33.474876, 36.306051 33.4766254, 36.3014939 33.4806414, 36.3005872 33.4811739, 36.2986993 33.4808517))",2.2106316071983274,Wikimapia
164,Jaramana Camp,15494435,,33.4902762,36.3301054,,"POLYGON ((36.3304836 33.4928555, 36.3302153 33.4932133, 36.3304245 33.4933117, 36.3301134 33.4936652, 36.3293624 33.4941439, 36.3290834 33.4942333, 36.3288206 33.4942378, 36.3285953 33.4941841, 36.3283592 33.4940633, 36.3279408 33.4936338, 36.3275117 33.4931686, 36.3273346 33.4928017, 36.3272703 33.4924483, 36.327281 33.4920367, 36.3273078 33.4916162, 36.3271362 33.490802, 36.3268196 33.4898893, 36.3268036 33.489603, 36.3269162 33.4893256, 36.3271362 33.489084, 36.3275385 33.4886724, 36.3279945 33.4883906, 36.328606 33.4880506, 36.3302743 33.4873795, 36.333316 33.4863147, 36.3334072 33.4864981, 36.3333482 33.4869723, 36.3331068 33.4873526, 36.3326883 33.4877776, 36.3322377 33.4880998, 36.3320714 33.4884129, 36.3318408 33.488914, 36.3319373 33.4889632, 36.3316208 33.489603, 36.3315189 33.4895717, 36.3312829 33.4900325, 36.3312346 33.4901533, 36.3314438 33.490198, 36.3314277 33.490283, 36.3311863 33.4902383, 36.3308859 33.4908557, 36.3303816 33.4920591, 36.3302153 33.4927436, 36.3304836 33.4928555))",0.37860032857098536,Wikimapia
165,Sbeis Palestinian refugee camp,2559904,,33.5044027,36.2579135,,"POLYGON ((36.2570898 33.5044057, 36.2574053 33.50449, 36.2574348 33.5044475, 36.25749 33.5044549, 36.2574482 33.5046096, 36.2575072 33.5046633, 36.2574578 33.5047055, 36.2574214 33.5046969, 36.2575984 33.5049373, 36.2576574 33.5049664, 36.2577608 33.5050255, 36.2587372 33.5045851, 36.2584766 33.5041795, 36.2581447 33.5037799, 36.2575515 33.5041328, 36.2573717 33.5040906, 36.2570898 33.5044057))",0.015887201067810625,Wikimapia
166,Burj el Shemali,5955300,,33.2591799,35.2360726,,"POLYGON ((35.2207088 33.2548025, 35.2184772 33.255592, 35.2177477 33.2563816, 35.2141428 33.2574223, 35.2133703 33.2580682, 35.2142286 33.2596831, 35.2156448 33.2593601, 35.2166319 33.2596113, 35.2175331 33.2596113, 35.2180481 33.2615132, 35.2195072 33.2617285, 35.2176833 33.2648684, 35.2148294 33.2699816, 35.217061 33.2696587, 35.2190351 33.2692999, 35.221653 33.2684746, 35.2234554 33.2673981, 35.2267599 33.2664652, 35.2278757 33.2662858, 35.228734 33.2676134, 35.2290344 33.2687617, 35.2326822 33.2710222, 35.2408791 33.2693716, 35.258775 33.267685, 35.253453 33.262016, 35.2480888 33.2550537, 35.2417374 33.2541207, 35.2361584 33.2536182, 35.2286911 33.2489527, 35.2189922 33.2473376, 35.2208805 33.2535823, 35.2207088 33.2548025))",8.922897759723906,Wikimapia
167,al-Mansura,8267134,,33.0662169,35.333901,,"POLYGON ((35.3320138 33.0673229, 35.3317328 33.0668014, 35.3317328 33.066208, 35.3320332 33.0655606, 35.3328057 33.0650571, 35.3339859 33.0648593, 35.3353806 33.065165, 35.3358977 33.0655247, 35.3360693 33.066244, 35.3357883 33.0667834, 35.3350823 33.0673408, 35.3343078 33.0674308, 35.3335997 33.0675207, 35.3328486 33.0675746, 35.3320138 33.0673229))",0.13629649786699893,Wikimapia
